name,method,quality
flickr_Leather_103,0,0
flickr_Leather_105,0,0
flickr_Leather_106,0,0
flickr_Leather_107,0,0
flickr_Leather_11,0,0
flickr_Leather_112,0,0
flickr_Leather_114,2,0.5
flickr_Leather_116,1,0.5
flickr_Leather_117,2,0.5
flickr_Leather_127,1,1
flickr_Leather_13,0,0
flickr_Leather_132,1,0.5
flickr_Leather_136,1,1
flickr_Leather_14,0,0
flickr_Leather_141,0,0
flickr_Leather_142,1,0.5
flickr_Leather_146,1,0.5
flickr_Leather_167,0,0
flickr_Leather_174,0,0
flickr_Leather_180,0,0
flickr_Leather_181,0,0
flickr_Leather_194,1,0.5
flickr_Leather_210,0,0
flickr_Leather_211,0,0
flickr_Leather_212,0,0
flickr_Leather_224,0,0
flickr_Leather_231,2,0.5
flickr_Leather_238,1,1
flickr_Leather_260,0,0
flickr_Leather_263,1,0.5
flickr_Leather_292,1,0.5
flickr_Leather_293,1,1
flickr_Leather_298,1,0.5
flickr_Leather_3,2,0.5
flickr_Leather_304,1,0.5
flickr_Leather_305,0,0
flickr_Leather_312,0,0
flickr_Leather_313,0,0
flickr_Leather_314,0,0
flickr_Leather_34,1,0.5
flickr_Leather_343,0,0
flickr_Leather_345,0,0
flickr_Leather_349,1,0.5
flickr_Leather_351,0,0
flickr_Leather_352,1,0.5
flickr_Leather_356,1,0.5
flickr_Leather_399,1,0.5
flickr_Leather_4,0,0
flickr_Leather_40,1,0.5
flickr_Leather_402,0,0
flickr_Leather_403,0,0
flickr_Leather_41,3,1
flickr_Leather_42,3,1
flickr_Leather_430,0,0
flickr_Leather_431,1,0.5
flickr_Leather_434,0,0
flickr_Leather_436,0,0
flickr_Leather_442,0,0
flickr_Leather_444,0,0
flickr_Leather_473,2,0.5
flickr_Leather_476,0,0
flickr_Leather_482,0,0
flickr_Leather_485,1,0.5
flickr_Leather_486,2,0.5
flickr_Leather_493,0,0
flickr_Leather_64,1,0.5
flickr_Leather_75,1,0.5
flickr_Metal_100,0,0
flickr_Metal_102,1,1
flickr_Metal_106,1,0.5
flickr_Metal_107,0,0
flickr_Metal_11,1,0.5
flickr_Metal_111,0,0
flickr_Metal_112,1,0.5
flickr_Metal_114,2,0.5
flickr_Metal_115,1,0.5
flickr_Metal_116,0,0
flickr_Metal_118,0,0
flickr_Metal_119,0,0
flickr_Metal_122,0,0
flickr_Metal_124,1,0.5
flickr_Metal_128,0,0
flickr_Metal_13,1,1
flickr_Metal_130,0,0
flickr_Metal_131,0,0
flickr_Metal_132,0,0
flickr_Metal_134,0,0
flickr_Metal_14,0,0
flickr_Metal_141,1,0.5
flickr_Metal_143,1,0.5
flickr_Metal_145,1,0.5
flickr_Metal_147,1,0.5
flickr_Metal_148,1,0.5
flickr_Metal_149,0,0
flickr_Metal_154,2,0.5
flickr_Metal_160,1,0.5
flickr_Metal_161,0,0
flickr_Metal_166,2,1
flickr_Metal_168,0,0
flickr_Metal_169,0,0
flickr_Metal_182,2,1
flickr_Metal_185,0,0
flickr_Metal_186,1,0.5
flickr_Metal_192,0,0
flickr_Metal_193,2,0.5
flickr_Metal_21,0,0
flickr_Metal_22,2,0.5
flickr_Metal_23,0,0
flickr_Metal_24,0,0
flickr_Metal_25,2,0.5
flickr_Metal_273,1,0.5
flickr_Metal_283,2,0.5
flickr_Metal_284,1,0.5
flickr_Metal_286,0,0
flickr_Metal_288,2,0.5
flickr_Metal_289,0,0
flickr_Metal_29,0,0
flickr_Metal_321,0,0
flickr_Metal_325,1,0.5
flickr_Metal_326,1,0.5
flickr_Metal_33,1,0.5
flickr_Metal_336,0,0
flickr_Metal_339,1,0.5
flickr_Metal_341,1,0.5
flickr_Metal_351,0,0
flickr_Metal_356,0,0
flickr_Metal_364,1,1
flickr_Metal_369,0,0
flickr_Metal_37,0,0
flickr_Metal_374,1,0.5
flickr_Metal_377,0,0
flickr_Metal_378,2,0.5
flickr_Metal_379,0,0
flickr_Metal_38,1,0.5
flickr_Metal_380,1,1
flickr_Metal_387,0,0
flickr_Metal_406,0,0
flickr_Metal_410,0,0
flickr_Metal_419,0,0
flickr_Metal_42,0,0
flickr_Metal_422,0,0
flickr_Metal_43,0,0
flickr_Metal_430,1,0.5
flickr_Metal_435,0,0
flickr_Metal_444,0,0
flickr_Metal_451,1,0.5
flickr_Metal_454,0,0
flickr_Metal_46,0,0
flickr_Metal_460,1,1
flickr_Metal_466,0,0
flickr_Metal_467,0,0
flickr_Metal_469,1,0.5
flickr_Metal_475,1,0.5
flickr_Metal_479,0,0
flickr_Metal_48,1,1
flickr_Metal_482,0,0
flickr_Metal_484,1,0.5
flickr_Metal_485,0,0
flickr_Metal_486,1,0.5
flickr_Metal_50,0,0
flickr_Metal_51,0,0
flickr_Metal_52,1,0.5
flickr_Metal_54,1,0.5
flickr_Metal_55,1,0.5
flickr_Metal_60,0,0
flickr_Metal_62,1,0.5
flickr_Metal_69,1,0.5
flickr_Metal_72,0,0
flickr_Metal_75,1,1
flickr_Metal_77,3,1
flickr_Metal_78,1,0.5
flickr_Metal_85,0,0
flickr_Metal_89,0,0
flickr_Metal_93,0,0
flickr_Metal_96,1,0.5
flickr_Metal_97,0,0
flickr_Metal_99,2,0.5
flickr_Paper_100,2,0.5
flickr_Paper_101,2,0.5
flickr_Paper_102,2,0.5
flickr_Paper_103,0,0
flickr_Paper_105,0,0
flickr_Paper_107,0,0
flickr_Paper_108,0,0
flickr_Paper_109,0,0
flickr_Paper_11,1,0.5
flickr_Paper_110,0,0
flickr_Paper_111,1,0.5
flickr_Paper_112,1,0.5
flickr_Paper_115,0,0
flickr_Paper_116,1,0.5
flickr_Paper_117,2,0.5
flickr_Paper_118,0,0
flickr_Paper_119,0,0
flickr_Paper_12,0,0
flickr_Paper_120,0,0
flickr_Paper_121,0,0
flickr_Paper_122,0,0
flickr_Paper_123,0,0
flickr_Paper_124,2,1
flickr_Paper_126,3,1
flickr_Paper_127,0,0
flickr_Paper_132,1,1
flickr_Paper_135,0,0
flickr_Paper_137,1,1
flickr_Paper_141,0,0
flickr_Paper_142,0,0
flickr_Paper_150,0,0
flickr_Paper_151,0,0
flickr_Paper_154,2,0.5
flickr_Paper_169,2,0.5
flickr_Paper_170,0,0
flickr_Paper_171,0,0
flickr_Paper_179,2,0.5
flickr_Paper_181,0,0
flickr_Paper_183,1,0.5
flickr_Paper_184,0,0
flickr_Paper_191,2,0.5
flickr_Paper_200,0,0
flickr_Paper_212,0,0
flickr_Paper_213,2,0.5
flickr_Paper_215,0,0
flickr_Paper_222,0,0
flickr_Paper_231,0,0
flickr_Paper_283,0,0
flickr_Paper_290,1,0.5
flickr_Paper_291,0,0
flickr_Paper_292,1,0.5
flickr_Paper_293,0,0
flickr_Paper_294,0,0
flickr_Paper_295,1,0.5
flickr_Paper_296,0,0
flickr_Paper_297,0,0
flickr_Paper_317,1,0.5
flickr_Paper_320,1,0.5
flickr_Paper_321,2,0.5
flickr_Paper_332,0,0
flickr_Paper_338,0,0
flickr_Paper_34,1,0.5
flickr_Paper_343,1,0.5
flickr_Paper_368,1,0.5
flickr_Paper_369,0,0
flickr_Paper_404,0,0
flickr_Paper_409,2,0.5
flickr_Paper_411,3,1
flickr_Paper_412,4,1
flickr_Paper_413,1,1
flickr_Paper_424,1,0.5
flickr_Paper_425,1,1
flickr_Paper_429,0,0
flickr_Paper_444,0,0
flickr_Paper_457,0,0
flickr_Paper_465,0,0
flickr_Paper_470,1,0.5
flickr_Paper_474,0,0
flickr_Paper_475,1,0.5
flickr_Paper_486,1,0.5
flickr_Paper_49,0,0
flickr_Paper_5,0,0
flickr_Paper_6,2,0.5
flickr_Paper_69,3,1
flickr_Paper_73,0,0
flickr_Paper_74,0,0
flickr_Paper_76,0,0
flickr_Paper_8,1,0.5
flickr_Paper_81,1,0.5
flickr_Paper_91,0,0
flickr_Paper_92,0,0
flickr_Paper_94,0,0
flickr_Stone_1,0,0
flickr_Stone_10,0,0
flickr_Stone_100,0,0
flickr_Stone_104,1,0.5
flickr_Stone_105,0,0
flickr_Stone_106,0,0
flickr_Stone_109,1,0.5
flickr_Stone_11,0,0
flickr_Stone_111,0,0
flickr_Stone_112,1,0.5
flickr_Stone_119,1,0.5
flickr_Stone_12,0,0
flickr_Stone_125,0,0
flickr_Stone_126,0,0
flickr_Stone_128,0,0
flickr_Stone_129,1,1
flickr_Stone_130,0,0
flickr_Stone_132,1,0.5
flickr_Stone_134,1,1
flickr_Stone_135,1,0.5
flickr_Stone_136,1,0.5
flickr_Stone_140,3,0.5
flickr_Stone_143,1,0.5
flickr_Stone_146,0,0
flickr_Stone_150,2,0.5
flickr_Stone_151,0,0
flickr_Stone_153,1,0.5
flickr_Stone_158,0,0
flickr_Stone_159,3,1
flickr_Stone_160,1,1
flickr_Stone_161,0,0
flickr_Stone_162,1,0.5
flickr_Stone_169,1,0.5
flickr_Stone_170,0,0
flickr_Stone_171,0,0
flickr_Stone_173,0,0
flickr_Stone_174,0,0
flickr_Stone_177,0,0
flickr_Stone_178,0,0
flickr_Stone_200,1,0.5
flickr_Stone_201,0,0
flickr_Stone_202,0,0
flickr_Stone_203,1,1
flickr_Stone_208,2,0.5
flickr_Stone_211,1,0.5
flickr_Stone_212,1,1
flickr_Stone_213,1,0.5
flickr_Stone_214,2,1
flickr_Stone_215,0,0
flickr_Stone_216,0,0
flickr_Stone_217,1,0.5
flickr_Stone_218,1,1
flickr_Stone_219,1,0.5
flickr_Stone_223,1,0.5
flickr_Stone_224,0,0
flickr_Stone_225,1,1
flickr_Stone_226,0,0
flickr_Stone_227,1,0.5
flickr_Stone_228,0,0
flickr_Stone_229,1,0.5
flickr_Stone_230,1,0.5
flickr_Stone_231,0,0
flickr_Stone_232,0,0
flickr_Stone_233,1,0.5
flickr_Stone_238,0,0
flickr_Stone_242,0,0
flickr_Stone_244,0,0
flickr_Stone_247,1,0.5
flickr_Stone_248,1,0.5
flickr_Stone_255,0,0
flickr_Stone_256,2,0.5
flickr_Stone_257,0,0
flickr_Stone_259,1,1
flickr_Stone_265,0,0
flickr_Stone_274,1,0.5
flickr_Stone_276,1,0.5
flickr_Stone_282,1,0.5
flickr_Stone_288,1,0.5
flickr_Stone_293,1,1
flickr_Stone_294,1,0.5
flickr_Stone_297,1,1
flickr_Stone_298,2,0.5
flickr_Stone_3,0,0
flickr_Stone_303,0,0
flickr_Stone_304,1,1
flickr_Stone_305,2,0.5
flickr_Stone_308,1,0.5
flickr_Stone_313,0,0
flickr_Stone_314,0,0
flickr_Stone_315,0,0
flickr_Stone_320,0,0
flickr_Stone_324,1,1
flickr_Stone_325,1,0.5
flickr_Stone_326,2,0.5
flickr_Stone_329,0,0
flickr_Stone_330,2,0.5
flickr_Stone_331,0,0
flickr_Stone_332,1,0.5
flickr_Stone_336,0,0
flickr_Stone_337,0,0
flickr_Stone_338,2,0.5
flickr_Stone_349,2,0.5
flickr_Stone_368,2,0.5
flickr_Stone_371,1,0.5
flickr_Stone_377,0,0
flickr_Stone_378,0,0
flickr_Stone_380,1,0.5
flickr_Stone_381,0,0
flickr_Stone_383,1,0.5
flickr_Stone_384,1,0.5
flickr_Stone_385,0,0
flickr_Stone_389,1,0.5
flickr_Stone_396,0,0
flickr_Stone_397,0,0
flickr_Stone_4,1,0.5
flickr_Stone_401,1,0.5
flickr_Stone_405,0,0
flickr_Stone_406,0,0
flickr_Stone_413,1,0.5
flickr_Stone_416,0,0
flickr_Stone_418,0,0
flickr_Stone_420,0,0
flickr_Stone_422,2,0.5
flickr_Stone_423,1,0.5
flickr_Stone_424,0,0
flickr_Stone_425,1,0.5
flickr_Stone_427,1,0.5
flickr_Stone_449,1,0.5
flickr_Stone_450,1,0.5
flickr_Stone_452,2,0.5
flickr_Stone_453,1,0.5
flickr_Stone_454,2,0.5
flickr_Stone_457,0,0
flickr_Stone_458,1,0.5
flickr_Stone_460,1,0.5
flickr_Stone_463,0,0
flickr_Stone_467,1,0.5
flickr_Stone_470,1,0.5
flickr_Stone_480,1,0.5
flickr_Stone_486,1,0.5
flickr_Stone_5,1,0.5
flickr_Stone_57,1,0.5
flickr_Stone_59,0,0
flickr_Stone_62,0,0
flickr_Stone_63,0,0
flickr_Stone_67,2,0.5
flickr_Stone_69,0,0
flickr_Stone_70,2,0.5
flickr_Stone_73,1,0.5
flickr_Stone_75,1,0.5
flickr_Stone_77,2,0.5
flickr_Stone_79,1,0.5
flickr_Stone_82,1,0.5
flickr_Stone_83,2,0.5
flickr_Stone_86,1,0.5
flickr_Stone_88,0,0
flickr_Stone_90,2,0.5
flickr_Stone_91,1,0.5
flickr_Stone_92,1,0.5
flickr_Stone_94,1,0.5
flickr_animal_1,1,0.5
flickr_animal_107,1,0.5
flickr_animal_112,0,0
flickr_animal_115,2,0.5
flickr_animal_121,0,0
flickr_animal_122,0,0
flickr_animal_17,0,0
flickr_animal_170,0,0
flickr_animal_171,2,0.5
flickr_animal_173,1,1
flickr_animal_174,1,1
flickr_animal_175,0,0
flickr_animal_176,1,0.5
flickr_animal_177,0,0
flickr_animal_178,0,0
flickr_animal_179,1,0.5
flickr_animal_18,0,0
flickr_animal_184,1,0.5
flickr_animal_185,1,0.5
flickr_animal_193,1,0.5
flickr_animal_202,0,0
flickr_animal_203,1,0.5
flickr_animal_204,0,0
flickr_animal_205,0,0
flickr_animal_206,0,0
flickr_animal_207,0,0
flickr_animal_209,1,0.5
flickr_animal_21,0,0
flickr_animal_214,0,0
flickr_animal_218,0,0
flickr_animal_219,0,0
flickr_animal_22,1,0.5
flickr_animal_226,1,0.5
flickr_animal_227,1,0.5
flickr_animal_233,0,0
flickr_animal_244,1,0.5
flickr_animal_246,2,0.5
flickr_animal_247,0,0
flickr_animal_248,0,0
flickr_animal_249,2,0.5
flickr_animal_25,2,0.5
flickr_animal_264,0,0
flickr_animal_277,1,0.5
flickr_animal_287,2,0.5
flickr_animal_288,1,0.5
flickr_animal_291,1,0.5
flickr_animal_299,2,0.5
flickr_animal_3,1,0.5
flickr_animal_30,1,1
flickr_animal_301,1,0.5
flickr_animal_302,1,0.5
flickr_animal_303,3,1
flickr_animal_306,2,0.5
flickr_animal_307,2,0.5
flickr_animal_309,0,0
flickr_animal_310,0,0
flickr_animal_313,1,0.5
flickr_animal_314,0,0
flickr_animal_315,1,0.5
flickr_animal_318,0,0
flickr_animal_32,1,0.5
flickr_animal_339,0,0
flickr_animal_342,2,0.5
flickr_animal_352,1,0.5
flickr_animal_36,0,0
flickr_animal_360,0,0
flickr_animal_367,0,0
flickr_animal_372,1,1
flickr_animal_386,1,0.5
flickr_animal_387,1,0.5
flickr_animal_388,0,0
flickr_animal_41,0,0
flickr_animal_418,1,1
flickr_animal_420,2,0.5
flickr_animal_444,2,0.5
flickr_animal_450,1,0.5
flickr_animal_456,2,0.5
flickr_animal_457,1,1
flickr_animal_458,3,1
flickr_animal_46,0,0
flickr_animal_47,0,0
flickr_animal_474,0,0
flickr_animal_493,1,0.5
flickr_animal_65,1,0.5
flickr_animal_67,1,0.5
flickr_animal_68,0,0
flickr_animal_7,1,0.5
flickr_animal_73,0,0
flickr_animal_77,1,1
flickr_animal_81,1,0.5
flickr_animal_87,1,0.5
flickr_animal_9,1,0.5
flickr_animal_90,0,0
flickr_apple_114,1,0.5
flickr_apple_121,1,1
flickr_apple_127,1,0.5
flickr_apple_130,0,0
flickr_apple_131,0,0
flickr_apple_132,2,1
flickr_apple_139,1,1
flickr_apple_143,2,0.5
flickr_apple_154,1,0.5
flickr_apple_159,0,0
flickr_apple_164,2,0.5
flickr_apple_165,1,0.5
flickr_apple_167,1,0.5
flickr_apple_181,0,0
flickr_apple_182,0,0
flickr_apple_19,1,1
flickr_apple_193,1,1
flickr_apple_202,1,0.5
flickr_apple_204,0,0
flickr_apple_205,1,0.5
flickr_apple_209,1,0.5
flickr_apple_21,1,1
flickr_apple_210,4,0.5
flickr_apple_214,3,1
flickr_apple_219,0,0
flickr_apple_22,1,0.5
flickr_apple_221,0,0
flickr_apple_227,1,0.5
flickr_apple_23,0,0
flickr_apple_234,2,0.5
flickr_apple_238,0,0
flickr_apple_24,1,0.5
flickr_apple_255,3,1
flickr_apple_257,1,0.5
flickr_apple_259,0,0
flickr_apple_274,1,1
flickr_apple_279,0,0
flickr_apple_281,1,0.5
flickr_apple_286,1,0.5
flickr_apple_304,2,0.5
flickr_apple_305,0,0
flickr_apple_306,2,0.5
flickr_apple_313,0,0
flickr_apple_32,1,0.5
flickr_apple_326,0,0
flickr_apple_332,0,0
flickr_apple_349,1,0.5
flickr_apple_36,0,0
flickr_apple_375,0,0
flickr_apple_38,0,0
flickr_apple_383,0,0
flickr_apple_390,1,0.5
flickr_apple_391,0,0
flickr_apple_403,0,0
flickr_apple_405,2,0.5
flickr_apple_407,2,0.5
flickr_apple_409,0,0
flickr_apple_413,0,0
flickr_apple_415,0,0
flickr_apple_422,1,0.5
flickr_apple_424,0,0
flickr_apple_425,0,0
flickr_apple_429,2,0.5
flickr_apple_443,1,0.5
flickr_apple_447,0,0
flickr_apple_454,1,0.5
flickr_apple_458,1,0.5
flickr_apple_46,2,1
flickr_apple_462,1,0.5
flickr_apple_52,1,0.5
flickr_apple_53,0,0
flickr_apple_56,2,0.5
flickr_apple_59,1,0.5
flickr_apple_6,1,0.5
flickr_apple_70,1,0.5
flickr_apple_77,0,0
flickr_apple_79,1,1
flickr_apple_85,1,0.5
flickr_bees_110,0,0
flickr_bees_111,1,0.5
flickr_bees_112,2,0.5
flickr_bees_118,0,0
flickr_bees_134,1,0.5
flickr_bees_147,0,0
flickr_bees_150,1,0.5
flickr_bees_153,0,0
flickr_bees_155,0,0
flickr_bees_160,1,0.5
flickr_bees_17,1,0.5
flickr_bees_18,2,0.5
flickr_bees_181,2,0.5
flickr_bees_188,0,0
flickr_bees_189,1,0.5
flickr_bees_192,0,0
flickr_bees_194,0,0
flickr_bees_215,1,1
flickr_bees_216,1,0.5
flickr_bees_217,2,0.5
flickr_bees_22,1,0.5
flickr_bees_220,0,0
flickr_bees_224,1,1
flickr_bees_234,1,0.5
flickr_bees_235,1,0.5
flickr_bees_236,2,0.5
flickr_bees_237,2,0.5
flickr_bees_238,1,0.5
flickr_bees_241,2,0.5
flickr_bees_243,0,0
flickr_bees_244,1,0.5
flickr_bees_247,0,0
flickr_bees_248,2,0.5
flickr_bees_249,0,0
flickr_bees_251,1,1
flickr_bees_270,1,0.5
flickr_bees_272,0,0
flickr_bees_286,1,1
flickr_bees_309,1,1
flickr_bees_336,1,1
flickr_bees_342,0,0
flickr_bees_35,1,0.5
flickr_bees_353,0,0
flickr_bees_354,0,0
flickr_bees_374,0,0
flickr_bees_391,2,0.5
flickr_bees_392,1,0.5
flickr_bees_397,2,0.5
flickr_bees_452,1,0.5
flickr_bees_476,0,0
flickr_bees_481,2,0.5
flickr_bees_491,2,1
flickr_birds_13,0,0
flickr_birds_162,1,0.5
flickr_birds_163,1,0.5
flickr_birds_175,0,0
flickr_birds_176,2,1
flickr_birds_202,2,0.5
flickr_birds_222,0,0
flickr_birds_225,2,0.5
flickr_birds_227,0,0
flickr_birds_245,1,1
flickr_birds_247,0,0
flickr_birds_248,2,1
flickr_birds_249,1,0.5
flickr_birds_251,1,1
flickr_birds_252,2,0.5
flickr_birds_264,2,0.5
flickr_birds_266,1,1
flickr_birds_284,1,0.5
flickr_birds_288,2,1
flickr_birds_296,0,0
flickr_birds_298,1,0.5
flickr_birds_307,1,0.5
flickr_birds_309,0,0
flickr_birds_317,0,0
flickr_birds_320,2,0.5
flickr_birds_327,2,0.5
flickr_birds_335,1,0.5
flickr_birds_336,2,0.5
flickr_birds_347,0,0
flickr_birds_349,1,0.5
flickr_birds_379,2,1
flickr_birds_384,0,0
flickr_birds_390,0,0
flickr_birds_406,0,0
flickr_birds_410,4,1
flickr_birds_418,0,0
flickr_birds_419,2,0.5
flickr_birds_42,2,0.5
flickr_birds_428,2,0.5
flickr_birds_433,0,0
flickr_birds_434,0,0
flickr_birds_436,0,0
flickr_birds_438,2,1
flickr_birds_444,0,0
flickr_birds_448,0,0
flickr_birds_454,1,0.5
flickr_birds_455,2,1
flickr_birds_459,1,0.5
flickr_birds_473,0,0
flickr_birds_480,1,0.5
flickr_birds_54,1,0.5
flickr_birds_55,0,0
flickr_birds_63,0,0
flickr_birds_69,0,0
flickr_birds_70,0,0
flickr_birds_79,2,1
flickr_birds_80,0,0
flickr_birds_88,0,0
flickr_birds_9,1,0.5
flickr_biscuit_105,0,0
flickr_biscuit_107,1,0.5
flickr_biscuit_111,2,0.5
flickr_biscuit_126,2,1
flickr_biscuit_127,2,1
flickr_biscuit_13,2,0.5
flickr_biscuit_14,0,0
flickr_biscuit_142,0,0
flickr_biscuit_144,2,0.5
flickr_biscuit_15,0,0
flickr_biscuit_150,1,1
flickr_biscuit_151,0,0
flickr_biscuit_154,0,0
flickr_biscuit_159,0,0
flickr_biscuit_161,1,0.5
flickr_biscuit_169,2,1
flickr_biscuit_18,1,0.5
flickr_biscuit_182,0,0
flickr_biscuit_185,1,0.5
flickr_biscuit_186,1,0.5
flickr_biscuit_191,1,1
flickr_biscuit_193,1,0.5
flickr_biscuit_194,1,0.5
flickr_biscuit_199,1,0.5
flickr_biscuit_203,1,1
flickr_biscuit_209,1,1
flickr_biscuit_215,1,1
flickr_biscuit_216,1,1
flickr_biscuit_222,2,0.5
flickr_biscuit_224,2,0.5
flickr_biscuit_227,2,0.5
flickr_biscuit_23,1,0.5
flickr_biscuit_231,2,1
flickr_biscuit_232,1,0.5
flickr_biscuit_234,0,0
flickr_biscuit_237,0,0
flickr_biscuit_243,2,0.5
flickr_biscuit_244,1,0.5
flickr_biscuit_251,0,0
flickr_biscuit_266,1,0.5
flickr_biscuit_271,1,0.5
flickr_biscuit_275,1,0.5
flickr_biscuit_29,1,0.5
flickr_biscuit_295,0,0
flickr_biscuit_307,0,0
flickr_biscuit_31,1,0.5
flickr_biscuit_32,0,0
flickr_biscuit_322,2,0.5
flickr_biscuit_331,2,0.5
flickr_biscuit_334,1,0.5
flickr_biscuit_34,2,0.5
flickr_biscuit_340,0,0
flickr_biscuit_341,1,0.5
flickr_biscuit_342,1,0.5
flickr_biscuit_358,1,0.5
flickr_biscuit_363,0,0
flickr_biscuit_365,0,0
flickr_biscuit_366,0,0
flickr_biscuit_369,2,1
flickr_biscuit_374,1,1
flickr_biscuit_38,1,0.5
flickr_biscuit_385,1,1
flickr_biscuit_389,2,1
flickr_biscuit_390,2,0.5
flickr_biscuit_394,1,0.5
flickr_biscuit_4,1,0.5
flickr_biscuit_402,2,0.5
flickr_biscuit_406,0,0
flickr_biscuit_407,0,0
flickr_biscuit_41,0,0
flickr_biscuit_414,1,1
flickr_biscuit_416,2,1
flickr_biscuit_417,2,1
flickr_biscuit_418,1,1
flickr_biscuit_419,2,0.5
flickr_biscuit_427,1,0.5
flickr_biscuit_52,2,0.5
flickr_biscuit_66,2,0.5
flickr_biscuit_83,1,0.5
flickr_biscuit_88,1,0.5
flickr_brick_10,1,0.5
flickr_brick_106,0,0
flickr_brick_108,2,0.5
flickr_brick_11,1,0.5
flickr_brick_111,2,0.5
flickr_brick_112,0,0
flickr_brick_113,1,0.5
flickr_brick_12,1,0.5
flickr_brick_120,1,0.5
flickr_brick_121,1,1
flickr_brick_125,1,0.5
flickr_brick_129,1,0.5
flickr_brick_13,1,0.5
flickr_brick_131,1,0.5
flickr_brick_138,1,1
flickr_brick_140,1,1
flickr_brick_141,0,0
flickr_brick_142,1,1
flickr_brick_143,1,0.5
flickr_brick_144,1,1
flickr_brick_146,1,1
flickr_brick_148,1,1
flickr_brick_15,0,0
flickr_brick_150,1,1
flickr_brick_154,1,0.5
flickr_brick_157,1,0.5
flickr_brick_160,0,0
flickr_brick_162,2,0.5
flickr_brick_169,1,0.5
flickr_brick_17,2,0.5
flickr_brick_170,1,0.5
flickr_brick_175,1,0.5
flickr_brick_177,1,0.5
flickr_brick_178,1,0.5
flickr_brick_180,1,0.5
flickr_brick_185,1,0.5
flickr_brick_189,0,0
flickr_brick_191,1,0.5
flickr_brick_196,1,0.5
flickr_brick_199,2,0.5
flickr_brick_2,1,0.5
flickr_brick_20,1,0.5
flickr_brick_200,0,0
flickr_brick_201,1,0.5
flickr_brick_204,1,1
flickr_brick_205,1,1
flickr_brick_206,1,0.5
flickr_brick_207,1,0.5
flickr_brick_208,1,0.5
flickr_brick_209,1,0.5
flickr_brick_210,1,0.5
flickr_brick_211,0,0
flickr_brick_212,1,0.5
flickr_brick_213,2,1
flickr_brick_214,1,1
flickr_brick_215,0,0
flickr_brick_218,0,0
flickr_brick_22,1,0.5
flickr_brick_221,0,0
flickr_brick_228,2,0.5
flickr_brick_229,1,0.5
flickr_brick_23,1,0.5
flickr_brick_231,1,0.5
flickr_brick_233,1,0.5
flickr_brick_237,1,0.5
flickr_brick_238,1,0.5
flickr_brick_239,1,0.5
flickr_brick_24,2,0.5
flickr_brick_242,1,0.5
flickr_brick_243,1,1
flickr_brick_244,1,0.5
flickr_brick_245,0,0
flickr_brick_247,1,0.5
flickr_brick_248,0,0
flickr_brick_25,0,0
flickr_brick_250,1,0.5
flickr_brick_251,0,0
flickr_brick_252,0,0
flickr_brick_254,0,0
flickr_brick_258,1,0.5
flickr_brick_26,1,0.5
flickr_brick_261,1,0.5
flickr_brick_262,1,1
flickr_brick_264,0,0
flickr_brick_268,2,0.5
flickr_brick_269,1,1
flickr_brick_27,1,1
flickr_brick_273,1,1
flickr_brick_276,1,1
flickr_brick_286,0,0
flickr_brick_296,1,0.5
flickr_brick_297,1,1
flickr_brick_298,0,0
flickr_brick_308,1,0.5
flickr_brick_309,2,0.5
flickr_brick_312,1,1
flickr_brick_313,1,0.5
flickr_brick_314,1,0.5
flickr_brick_329,1,0.5
flickr_brick_33,1,0.5
flickr_brick_333,1,0.5
flickr_brick_334,1,0.5
flickr_brick_337,1,0.5
flickr_brick_343,1,0.5
flickr_brick_35,2,0.5
flickr_brick_350,2,1
flickr_brick_351,2,1
flickr_brick_352,0,0
flickr_brick_354,1,0.5
flickr_brick_355,1,0.5
flickr_brick_36,2,0.5
flickr_brick_365,1,0.5
flickr_brick_366,1,1
flickr_brick_367,2,0.5
flickr_brick_371,2,0.5
flickr_brick_377,2,0.5
flickr_brick_381,1,0.5
flickr_brick_383,1,0.5
flickr_brick_385,1,0.5
flickr_brick_386,1,1
flickr_brick_387,2,0.5
flickr_brick_402,1,0.5
flickr_brick_41,1,0.5
flickr_brick_413,1,0.5
flickr_brick_42,0,0
flickr_brick_421,2,0.5
flickr_brick_428,2,0.5
flickr_brick_43,0,0
flickr_brick_431,2,0.5
flickr_brick_434,1,0.5
flickr_brick_439,0,0
flickr_brick_440,1,0.5
flickr_brick_442,2,0.5
flickr_brick_443,1,0.5
flickr_brick_447,1,0.5
flickr_brick_458,0,0
flickr_brick_459,1,0.5
flickr_brick_469,1,0.5
flickr_brick_47,1,0.5
flickr_brick_470,1,0.5
flickr_brick_479,1,0.5
flickr_brick_48,1,0.5
flickr_brick_483,0,0
flickr_brick_488,1,0.5
flickr_brick_49,3,1
flickr_brick_5,1,0.5
flickr_brick_50,1,1
flickr_brick_52,1,0.5
flickr_brick_53,0,0
flickr_brick_55,0,0
flickr_brick_56,0,0
flickr_brick_60,1,0.5
flickr_brick_63,1,0.5
flickr_brick_64,1,0.5
flickr_brick_66,1,0.5
flickr_brick_67,1,0.5
flickr_brick_74,1,0.5
flickr_brick_80,0,0
flickr_brick_81,2,1
flickr_brick_83,1,1
flickr_brick_88,1,0.5
flickr_brick_89,1,0.5
flickr_brick_91,0,0
flickr_brick_92,0,0
flickr_brick_94,0,0
flickr_cake_10,1,0.5
flickr_cake_114,1,0.5
flickr_cake_115,1,0.5
flickr_cake_145,1,1
